-7.810742408037185669e-02,-5.204114317893981934e-02,-2.070573717355728149e-02,1.565178930759429932e-01,6.691879779100418091e-02,1.900719478726387024e-02,3.373736888170242310e-02,-1.011423319578170776e-01,3.452033270150423050e-03,-1.270322352647781372e-01
6.249772757291793823e-02,-2.282493412494659424e-01,1.081368178129196167e-01,-1.134364977478981018e-01,2.582747340202331543e-01,-9.058021754026412964e-02,1.641525924205780029e-01,-1.156076714396476746e-01,-3.375840559601783752e-02,-1.003733277320861816e-01
3.496268764138221741e-02,4.160199463367462158e-01,-2.647071704268455505e-02,2.548909559845924377e-02,-1.277722865343093872e-01,-1.580269187688827515e-01,2.177031338214874268e-01,-3.141365349292755127e-01,-4.074444994330406189e-02,-1.482755970209836960e-02
1.151261776685714722e-01,-1.603483557701110840e-01,-3.755018115043640137e-02,-3.975111991167068481e-02,3.586292266845703125e-02,-1.131511628627777100e-01,3.437563478946685791e-01,-2.914741933345794678e-01,-5.631885305047035217e-02,-9.203725308179855347e-02
-4.159539472311735153e-03,4.034214466810226440e-02,-7.830668985843658447e-02,-1.512087732553482056e-01,-7.300668209791183472e-02,-1.349767595529556274e-01,-2.490864545106887817e-01,-7.517739385366439819e-02,-6.482810527086257935e-02,7.138821482658386230e-02
2.949005663394927979e-01,-1.131747066974639893e-01,3.016570508480072021e-01,1.386825926601886749e-02,-2.488414198160171509e-01,1.221916079521179199e-01,-2.538827620446681976e-02,-4.672386869788169861e-02,2.472920902073383331e-02,-2.125795334577560425e-01
-1.168825626373291016e-01,6.759343203157186508e-03,-1.130364835262298584e-01,1.034090295433998108e-02,-2.629759162664413452e-02,-1.914736926555633545e-01,1.470626741647720337e-01,1.563778962008655071e-03,8.052470162510871887e-03,1.588094830513000488e-01
-1.007257476449012756e-01,1.881155818700790405e-01,4.939080774784088135e-01,4.084290564060211182e-02,-1.448029279708862305e-01,5.307776853442192078e-02,2.165805175900459290e-02,5.979130789637565613e-02,4.554550722241401672e-02,1.429040580987930298e-01
-2.746583893895149231e-02,2.471783459186553955e-01,-1.321407258510589600e-01,2.272198721766471863e-02,-7.742849737405776978e-02,-1.026892811059951782e-01,-2.666016519069671631e-01,3.129697591066360474e-02,2.961499057710170746e-02,-7.781460881233215332e-02
-2.848247587680816650e-01,2.167525887489318848e-01,2.795219719409942627e-01,1.378058344125747681e-01,2.311858385801315308e-01,3.105313181877136230e-01,6.096623837947845459e-03,-1.218107938766479492e-01,-4.476534202694892883e-02,-1.548046618700027466e-01
2.252279669046401978e-01,3.417818993330001831e-02,-5.070395767688751221e-03,9.553447365760803223e-02,-2.299692928791046143e-01,6.644660234451293945e-02,-8.484096825122833252e-02,1.324468702077865601e-01,-3.281573057174682617e-01,5.623316764831542969e-02
-4.384366795420646667e-02,2.468031346797943115e-01,2.575796246528625488e-01,1.626543551683425903e-01,-1.746311932802200317e-01,-2.159752398729324341e-01,2.025304585695266724e-01,-2.646224200725555420e-01,8.564951270818710327e-02,-2.416902929544448853e-01
-7.508875429630279541e-02,8.063454926013946533e-02,1.107633933424949646e-01,7.423991709947586060e-02,6.451930850744247437e-02,7.970405369997024536e-02,3.012159466743469238e-01,-2.027216255664825439e-01,1.113407462835311890e-01,-6.406056880950927734e-02
-8.466272614896297455e-03,3.660155087709426880e-02,-1.836198121309280396e-01,3.146379441022872925e-02,-1.533771008253097534e-01,1.167603582143783569e-01,1.406965497881174088e-02,1.707854121923446655e-02,-1.175202354788780212e-01,3.664936423301696777e-01
2.766276299953460693e-01,-1.352334618568420410e-01,1.894979923963546753e-01,2.374606020748615265e-02,-2.720433287322521210e-02,2.163822203874588013e-01,-1.734838075935840607e-02,-9.355823509395122528e-03,-5.210569128394126892e-03,-8.474455773830413818e-02
-2.534077763557434082e-01,-3.328371047973632812e-02,1.292117685079574585e-01,6.348118931055068970e-02,-1.660926938056945801e-01,-2.167478650808334351e-01,1.201258320361375809e-02,5.335618183016777039e-02,8.838669210672378540e-02,-1.200222745537757874e-01
3.810777515172958374e-02,-4.089248478412628174e-01,3.655274808406829834e-01,2.534003555774688721e-01,-3.560953438282012939e-01,-2.137806639075279236e-02,-1.168840229511260986e-01,-3.976703435182571411e-02,1.304548233747482300e-01,-2.134365290403366089e-01
-7.321125268936157227e-02,-7.243832945823669434e-02,8.063427358865737915e-02,-2.532981708645820618e-02,5.444107577204704285e-02,9.393443912267684937e-02,1.606222242116928101e-01,-2.245631814002990723e-01,6.095124408602714539e-02,-6.662745028734207153e-02
1.720902472734451294e-01,-3.573596477508544922e-01,2.007254809141159058e-01,-1.068715937435626984e-03,-2.351002097129821777e-01,1.903710067272186279e-01,1.058669909834861755e-01,-2.173140048980712891e-01,2.721513435244560242e-02,-4.765880852937698364e-02
